sales_fact_id,order_id,order_line_number,customer_key,customer_id,product_key,product_id,product_name,category,date_key,order_date,order_timestamp,region_key,region_name,customer_segment,quantity,unit_price,discount_amount,gross_amount,net_amount,payment_method
52,ORD_100052,1,356,CUST_0356,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20250707,2025-07-07,2025-07-07 11:00:00,4,LATAM,Premium,4,238.77,47.75,955.08,907.33,Debit Card
53,ORD_100053,1,250,CUST_0250,41,PROD_0041,Tech Guides Pro-Series 2,Books & Media,20260310,2026-03-10,2026-03-10 05:00:00,2,EMEA,Standard,5,539.9,134.97,2699.5,2564.53,Debit Card
54,ORD_100054,1,96,CUST_0096,21,PROD_0021,Blenders Pro-Series 3,Home & Kitchen,20251023,2025-10-23,2025-10-23 04:00:00,4,LATAM,Standard,5,137.29,0.0,686.45,686.45,Apple Pay
55,ORD_100055,1,70,CUST_0070,13,PROD_0013,Coffee Makers Pro-Series 1,Home & Kitchen,20250110,2025-01-10,2025-01-10 15:00:00,4,LATAM,Standard,5,177.25,132.94,886.25,753.31,Debit Card
56,ORD_100056,1,364,CUST_0364,29,PROD_0029,Women's Sneakers Pro-Series 2,Apparel & Fashion,20260519,2026-05-19,2026-05-19 13:00:00,4,LATAM,VIP,2,420.39,0.0,840.78,840.78,Credit Card
57,ORD_100057,1,17,CUST_0017,18,PROD_0018,Air Fryers Pro-Series 3,Home & Kitchen,20250814,2025-08-14,2025-08-14 09:00:00,2,EMEA,Premium,5,497.95,248.98,2489.75,2240.77,PayPal
58,ORD_100058,1,381,CUST_0381,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20260414,2026-04-14,2026-04-14 18:00:00,1,North America,Standard,5,106.55,0.0,532.75,532.75,Apple Pay
59,ORD_100059,1,278,CUST_0278,3,PROD_0003,Smartphones Pro-Series 3,Consumer Electronics,20260711,2026-07-11,2026-07-11 11:00:00,4,LATAM,Standard,5,194.64,48.66,973.2,924.54,Debit Card
60,ORD_100060,1,425,CUST_0425,42,PROD_0042,Tech Guides Pro-Series 3,Books & Media,20250415,2025-04-15,2025-04-15 23:00:00,2,EMEA,Standard,3,201.79,0.0,605.37,605.37,Debit Card
61,ORD_100061,1,442,CUST_0442,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20250927,2025-09-27,2025-09-27 11:00:00,4,LATAM,Standard,1,304.52,15.23,304.52,289.29,PayPal
62,ORD_100062,1,313,CUST_0313,41,PROD_0041,Tech Guides Pro-Series 2,Books & Media,20251226,2025-12-26,2025-12-26 22:00:00,4,LATAM,Standard,2,539.9,53.99,1079.8,1025.81,PayPal
63,ORD_100063,1,292,CUST_0292,23,PROD_0023,Robotic Vacuums Pro-Series 2,Home & Kitchen,20250731,2025-07-31,2025-07-31 01:00:00,3,APAC,Standard,5,80.72,20.18,403.6,383.42,Apple Pay
64,ORD_100064,1,294,CUST_0294,18,PROD_0018,Air Fryers Pro-Series 3,Home & Kitchen,20251027,2025-10-27,2025-10-27 09:00:00,1,North America,Standard,2,497.95,149.38,995.9,846.52,Credit Card
65,ORD_100065,1,65,CUST_0065,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20251011,2025-10-11,2025-10-11 20:00:00,2,EMEA,Standard,2,512.51,51.25,1025.02,973.77,Apple Pay
66,ORD_100066,1,202,CUST_0202,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20250911,2025-09-11,2025-09-11 21:00:00,2,EMEA,Standard,5,106.55,53.28,532.75,479.47,Debit Card
67,ORD_100067,1,39,CUST_0039,41,PROD_0041,Tech Guides Pro-Series 2,Books & Media,20260120,2026-01-20,2026-01-20 14:00:00,1,North America,Standard,4,539.9,215.96,2159.6,1943.64,Apple Pay
68,ORD_100068,1,168,CUST_0168,38,PROD_0038,Hardcover Novels Pro-Series 2,Books & Media,20260411,2026-04-11,2026-04-11 15:00:00,1,North America,Standard,1,157.75,23.66,157.75,134.09,Apple Pay
69,ORD_100069,1,204,CUST_0204,14,PROD_0014,Coffee Makers Pro-Series 2,Home & Kitchen,20250306,2025-03-06,2025-03-06 17:00:00,4,LATAM,Standard,2,94.28,28.28,188.56,160.28,Apple Pay
70,ORD_100070,1,173,CUST_0173,36,PROD_0036,Watches Pro-Series 3,Apparel & Fashion,20251127,2025-11-27,2025-11-27 09:00:00,2,EMEA,Premium,5,387.69,290.77,1938.45,1647.68,Apple Pay
71,ORD_100071,1,51,CUST_0051,41,PROD_0041,Tech Guides Pro-Series 2,Books & Media,20250219,2025-02-19,2025-02-19 01:00:00,4,LATAM,Standard,1,539.9,0.0,539.9,539.9,PayPal
72,ORD_100072,1,1,CUST_0001,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20260328,2026-03-28,2026-03-28 14:00:00,2,EMEA,Premium,2,301.74,60.35,603.48,543.13,PayPal
73,ORD_100073,1,336,CUST_0336,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20251008,2025-10-08,2025-10-08 02:00:00,3,APAC,Premium,1,106.82,10.68,106.82,96.14,PayPal
74,ORD_100074,1,321,CUST_0321,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20250223,2025-02-23,2025-02-23 12:00:00,2,EMEA,Standard,4,80.82,0.0,323.28,323.28,Credit Card
75,ORD_100075,1,245,CUST_0245,5,PROD_0005,Laptops Pro-Series 2,Consumer Electronics,20250102,2025-01-02,2025-01-02 06:00:00,2,EMEA,Premium,5,144.32,36.08,721.6,685.52,Debit Card
76,ORD_100076,1,357,CUST_0357,22,PROD_0022,Robotic Vacuums Pro-Series 1,Home & Kitchen,20250110,2025-01-10,2025-01-10 00:00:00,1,North America,Premium,4,573.0,114.6,2292.0,2177.4,Debit Card
77,ORD_100077,1,197,CUST_0197,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20250314,2025-03-14,2025-03-14 07:00:00,1,North America,Standard,1,304.52,30.45,304.52,274.07,Apple Pay
78,ORD_100078,1,196,CUST_0196,9,PROD_0009,Audio Headphones Pro-Series 3,Consumer Electronics,20251103,2025-11-03,2025-11-03 04:00:00,2,EMEA,Standard,1,512.06,0.0,512.06,512.06,PayPal
79,ORD_100079,1,370,CUST_0370,14,PROD_0014,Coffee Makers Pro-Series 2,Home & Kitchen,20260327,2026-03-27,2026-03-27 11:00:00,2,EMEA,Premium,4,94.28,56.57,377.12,320.55,PayPal
80,ORD_100080,1,72,CUST_0072,8,PROD_0008,Audio Headphones Pro-Series 2,Consumer Electronics,20250330,2025-03-30,2025-03-30 03:00:00,4,LATAM,Premium,3,596.84,268.58,1790.52,1521.94,Apple Pay
81,ORD_100081,1,142,CUST_0142,42,PROD_0042,Tech Guides Pro-Series 3,Books & Media,20250524,2025-05-24,2025-05-24 07:00:00,1,North America,Standard,2,201.79,40.36,403.58,363.22,Credit Card
82,ORD_100082,1,266,CUST_0266,39,PROD_0039,Hardcover Novels Pro-Series 3,Books & Media,20251105,2025-11-05,2025-11-05 06:00:00,2,EMEA,Premium,4,217.64,87.06,870.56,783.5,Credit Card
83,ORD_100083,1,198,CUST_0198,8,PROD_0008,Audio Headphones Pro-Series 2,Consumer Electronics,20250903,2025-09-03,2025-09-03 15:00:00,2,EMEA,VIP,4,596.84,0.0,2387.36,2387.36,Credit Card
84,ORD_100084,1,68,CUST_0068,25,PROD_0025,Men's Jackets Pro-Series 1,Apparel & Fashion,20260105,2026-01-05,2026-01-05 10:00:00,4,LATAM,Standard,3,381.42,57.21,1144.26,1087.05,Debit Card
85,ORD_100085,1,301,CUST_0301,5,PROD_0005,Laptops Pro-Series 2,Consumer Electronics,20250316,2025-03-16,2025-03-16 00:00:00,1,North America,Premium,3,144.32,21.65,432.96,411.31,Credit Card
86,ORD_100086,1,260,CUST_0260,19,PROD_0019,Blenders Pro-Series 1,Home & Kitchen,20250303,2025-03-03,2025-03-03 12:00:00,4,LATAM,Standard,4,523.93,314.36,2095.72,1781.36,Credit Card
87,ORD_100087,1,316,CUST_0316,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20260704,2026-07-04,2026-07-04 17:00:00,3,APAC,Standard,1,238.77,23.88,238.77,214.89,Credit Card
88,ORD_100088,1,499,CUST_0499,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20260608,2026-06-08,2026-06-08 06:00:00,3,APAC,Standard,4,238.77,0.0,955.08,955.08,Apple Pay
89,ORD_100089,1,489,CUST_0489,16,PROD_0016,Air Fryers Pro-Series 1,Home & Kitchen,20260324,2026-03-24,2026-03-24 23:00:00,1,North America,Standard,2,403.75,0.0,807.5,807.5,Debit Card
90,ORD_100090,1,314,CUST_0314,39,PROD_0039,Hardcover Novels Pro-Series 3,Books & Media,20250429,2025-04-29,2025-04-29 14:00:00,1,North America,VIP,3,217.64,32.65,652.92,620.27,Credit Card
91,ORD_100091,1,71,CUST_0071,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20250113,2025-01-13,2025-01-13 22:00:00,1,North America,Standard,2,512.51,153.75,1025.02,871.27,Apple Pay
92,ORD_100092,1,401,CUST_0401,17,PROD_0017,Air Fryers Pro-Series 2,Home & Kitchen,20260620,2026-06-20,2026-06-20 16:00:00,2,EMEA,Standard,3,438.78,65.82,1316.34,1250.52,Apple Pay
93,ORD_100093,1,172,CUST_0172,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20250501,2025-05-01,2025-05-01 00:00:00,3,APAC,Standard,5,301.74,0.0,1508.7,1508.7,Apple Pay
94,ORD_100094,1,40,CUST_0040,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20260814,2026-08-14,2026-08-14 20:00:00,4,LATAM,Standard,5,106.55,53.28,532.75,479.47,Credit Card
95,ORD_100095,1,86,CUST_0086,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20260527,2026-05-27,2026-05-27 18:00:00,2,EMEA,Premium,3,106.82,0.0,320.46,320.46,Credit Card
96,ORD_100096,1,261,CUST_0261,1,PROD_0001,Smartphones Pro-Series 1,Consumer Electronics,20250822,2025-08-22,2025-08-22 23:00:00,1,North America,VIP,1,247.49,12.37,247.49,235.12,Credit Card
97,ORD_100097,1,197,CUST_0197,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20260429,2026-04-29,2026-04-29 11:00:00,2,EMEA,Standard,1,238.77,35.82,238.77,202.95,PayPal
98,ORD_100098,1,214,CUST_0214,21,PROD_0021,Blenders Pro-Series 3,Home & Kitchen,20251126,2025-11-26,2025-11-26 07:00:00,3,APAC,Premium,1,137.29,13.73,137.29,123.56,Credit Card
99,ORD_100099,1,462,CUST_0462,4,PROD_0004,Laptops Pro-Series 1,Consumer Electronics,20260530,2026-05-30,2026-05-30 21:00:00,2,EMEA,Standard,2,328.32,0.0,656.64,656.64,Debit Card
100,ORD_100100,1,444,CUST_0444,19,PROD_0019,Blenders Pro-Series 1,Home & Kitchen,20250312,2025-03-12,2025-03-12 14:00:00,3,APAC,Standard,3,523.93,0.0,1571.79,1571.79,Debit Card
101,ORD_100101,1,103,CUST_0103,19,PROD_0019,Blenders Pro-Series 1,Home & Kitchen,20250109,2025-01-09,2025-01-09 11:00:00,3,APAC,Premium,5,523.93,130.98,2619.65,2488.67,Debit Card
102,ORD_100102,1,498,CUST_0498,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20260113,2026-01-13,2026-01-13 18:00:00,2,EMEA,Standard,5,106.55,26.64,532.75,506.11,PayPal
103,ORD_100103,1,13,CUST_0013,15,PROD_0015,Coffee Makers Pro-Series 3,Home & Kitchen,20250107,2025-01-07,2025-01-07 13:00:00,3,APAC,Standard,1,397.04,39.7,397.04,357.34,Credit Card
104,ORD_100104,1,373,CUST_0373,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20260121,2026-01-21,2026-01-21 23:00:00,1,North America,Standard,2,80.82,8.08,161.64,153.56,Debit Card
105,ORD_100105,1,498,CUST_0498,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20260519,2026-05-19,2026-05-19 01:00:00,3,APAC,Standard,1,238.77,0.0,238.77,238.77,PayPal
106,ORD_100106,1,359,CUST_0359,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20260617,2026-06-17,2026-06-17 13:00:00,4,LATAM,Standard,1,106.82,0.0,106.82,106.82,PayPal
107,ORD_100107,1,304,CUST_0304,37,PROD_0037,Hardcover Novels Pro-Series 1,Books & Media,20260208,2026-02-08,2026-02-08 02:00:00,1,North America,Standard,4,271.24,54.25,1084.96,1030.71,PayPal
108,ORD_100108,1,436,CUST_0436,21,PROD_0021,Blenders Pro-Series 3,Home & Kitchen,20251026,2025-10-26,2025-10-26 08:00:00,4,LATAM,Premium,3,137.29,41.19,411.87,370.68,Debit Card
109,ORD_100109,1,39,CUST_0039,13,PROD_0013,Coffee Makers Pro-Series 1,Home & Kitchen,20251006,2025-10-06,2025-10-06 07:00:00,2,EMEA,Standard,5,177.25,0.0,886.25,886.25,PayPal
110,ORD_100110,1,231,CUST_0231,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20250419,2025-04-19,2025-04-19 05:00:00,3,APAC,Premium,4,378.05,0.0,1512.2,1512.2,Apple Pay
111,ORD_100111,1,158,CUST_0158,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20250801,2025-08-01,2025-08-01 14:00:00,3,APAC,Premium,1,378.05,0.0,378.05,378.05,PayPal
112,ORD_100112,1,357,CUST_0357,39,PROD_0039,Hardcover Novels Pro-Series 3,Books & Media,20251108,2025-11-08,2025-11-08 22:00:00,1,North America,Premium,2,217.64,43.53,435.28,391.75,PayPal
113,ORD_100113,1,128,CUST_0128,23,PROD_0023,Robotic Vacuums Pro-Series 2,Home & Kitchen,20250404,2025-04-04,2025-04-04 22:00:00,4,LATAM,Premium,5,80.72,0.0,403.6,403.6,Apple Pay
114,ORD_100114,1,16,CUST_0016,26,PROD_0026,Men's Jackets Pro-Series 2,Apparel & Fashion,20250924,2025-09-24,2025-09-24 05:00:00,4,LATAM,Standard,5,387.88,96.97,1939.4,1842.43,Credit Card
115,ORD_100115,1,412,CUST_0412,9,PROD_0009,Audio Headphones Pro-Series 3,Consumer Electronics,20260419,2026-04-19,2026-04-19 03:00:00,1,North America,Standard,1,512.06,0.0,512.06,512.06,PayPal
116,ORD_100116,1,422,CUST_0422,26,PROD_0026,Men's Jackets Pro-Series 2,Apparel & Fashion,20250514,2025-05-14,2025-05-14 06:00:00,3,APAC,Premium,1,387.88,38.79,387.88,349.09,Credit Card
117,ORD_100117,1,102,CUST_0102,42,PROD_0042,Tech Guides Pro-Series 3,Books & Media,20250123,2025-01-23,2025-01-23 02:00:00,4,LATAM,Premium,2,201.79,0.0,403.58,403.58,Apple Pay
118,ORD_100118,1,483,CUST_0483,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20250506,2025-05-06,2025-05-06 01:00:00,1,North America,Premium,2,378.05,113.42,756.1,642.68,Debit Card
119,ORD_100119,1,196,CUST_0196,44,PROD_0044,Audiobooks Pro-Series 2,Books & Media,20260524,2026-05-24,2026-05-24 00:00:00,4,LATAM,Standard,2,86.85,17.37,173.7,156.33,PayPal
120,ORD_100120,1,144,CUST_0144,29,PROD_0029,Women's Sneakers Pro-Series 2,Apparel & Fashion,20250711,2025-07-11,2025-07-11 08:00:00,2,EMEA,Premium,1,420.39,21.02,420.39,399.37,Apple Pay
121,ORD_100121,1,452,CUST_0452,36,PROD_0036,Watches Pro-Series 3,Apparel & Fashion,20260526,2026-05-26,2026-05-26 13:00:00,4,LATAM,Premium,1,387.69,0.0,387.69,387.69,Apple Pay
122,ORD_100122,1,215,CUST_0215,13,PROD_0013,Coffee Makers Pro-Series 1,Home & Kitchen,20260128,2026-01-28,2026-01-28 04:00:00,2,EMEA,Premium,5,177.25,0.0,886.25,886.25,Debit Card
123,ORD_100123,1,279,CUST_0279,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20260103,2026-01-03,2026-01-03 15:00:00,3,APAC,Standard,5,106.55,53.28,532.75,479.47,Debit Card
